rowid,prof7_id,humus,DEPTH,ndvi_mean_years,ndvi_years_range,ndvi_mean_summer,ndvi_summer_range,mean_slope,sd_slope,median_slope,q5_slope,q95_slope,mean_aspect,sd_aspect,median_aspect,q5_aspect,q95_aspect,mean_twi,sd_twi,median_twi,q5_twi,q95_twi,dem1k,tm_1,tm_2,tm_3,tm_4,tm_5,tm_6,tm_7,tm_8,tm_9,tm_10,tm_11,tm_12,rr_mean,rr_range,soil_unit,landcover,lithology
61,1000114,1.7,10,0.685620725,0.083767295,0.725546122,0.113553882,0.031148382,0.027292058,0.025841575,0.007819901,0.064406894,2.570595741,0.967242301,2.520997763,0.945741415,4.182343006,8.494104385,0.482291937,8.545755386,7.608718395,9.16625309,337.6328125,-0.867741942,1.191277027,5.30497551,10.15782547,14.64778614,18.10129929,19.98914719,19.63061905,15.46550846,10.2939043,4.73398304,0.307299078,681.9711914,537.2999878,NA,122,6
62,1000115,1.3,10,0.640847385,0.091531992,0.70436126,0.102778018,0.071552508,0.065962203,0.051047981,0.006760499,0.200718641,2.740415812,1.253197908,2.792526245,0.996739745,4.674369812,7.486556053,0.765307188,7.486300468,6.210120201,8.616419792,315.2092285,-0.748687804,1.285047412,5.403909206,10.26562119,14.77547836,18.24367332,20.14097977,19.78023529,15.58929443,10.36481667,4.827429295,0.43389833,694.359314,496.7000122,1,93,2
63,1000116,4.7,10,0.676649511,0.121367276,0.805351913,0.147800028,0.230939701,0.102804035,0.223717749,0.056368444,0.416748494,2.799482346,1.928279519,2.283249378,0.230389908,5.966962814,4.961750984,0.798057199,4.760919094,3.942709446,6.489891052,427.0950928,-1.258939385,0.640485942,4.639557362,9.3618927,13.88657761,17.31161118,19.18832779,18.83909225,14.74661064,9.650437355,4.16737318,-0.087616183,712.3051147,506,NA,91,2
64,1000117,1.9,10,0.675495446,0.132379234,0.806253433,0.203299999,0.146233633,0.079281323,0.135545641,0.031728499,0.291666389,3.783576727,1.433769226,4.149610043,0.422919124,5.755672455,5.471395493,0.901753366,5.345662117,4.231451988,7.310015678,331.7414246,-0.831273973,1.103872061,5.196227551,10.00988674,14.5449152,17.99276924,19.8983326,19.54373932,15.37231636,10.1247406,4.630254269,0.355686188,637.9966431,449.3000183,NA,122,6
65,1000118,2.4,10,0.511549294,0.098184615,0.605767608,0.14771539,0.04423907,0.021650253,0.04184857,0.015971398,0.074999414,2.589506388,2.316554785,1.464416981,0.148355275,6.161399841,8.406347275,0.328441918,8.340452194,7.972661018,8.968356133,192.7218018,-0.188135594,1.823813438,6.025041103,10.97333336,15.4648447,18.92050934,20.86990166,20.52454948,16.27059364,10.90483856,5.375508785,1.032203436,608.5881348,432.1000061,1,122,2
66,1000119,2.7,10,0.33607924,0.146991998,0.397267789,0.315692306,0.023611974,0.013842323,0.021978533,0.004707935,0.047461182,2.75927639,1.550787807,2.853795528,0.475972325,5.339551926,9.001029015,0.39791739,9.033510208,8.314351082,9.496418953,194.6890259,-0.200464725,1.787315249,5.980700016,10.91403961,15.39743042,18.84663963,20.79939842,20.45724487,16.20827675,10.85349941,5.331525326,1.012329102,610.2932129,439.6999817,11,122,2
67,1000120,1.3,10,0.460050344,0.083645254,0.522684693,0.161161572,0.041989379,0.029158048,0.03568086,0.017579585,0.092977911,4.489303112,0.99736172,4.539311409,3.376031637,5.90461731,7.256617546,0.506916225,7.485358238,6.415379524,7.848009586,261.2543335,-0.519710243,1.414203286,5.530481339,10.39723206,14.91954613,18.38237381,20.3033905,19.95612335,15.73725986,10.40975952,4.953813553,0.68121928,630.0983276,453.3999939,NA,122,5
68,1000121,3.3,10,0.552973747,0.213298112,0.663154244,0.257530749,0.083602361,0.102156378,0.017863914,0.001495416,0.278159261,2.222914934,1.627168179,1.625475645,0.37289685,5.704432964,7.019500256,1.803343296,6.903081894,4.512190819,10.3248539,201.7704773,-0.63075453,1.680574298,5.874439716,10.65686417,15.16495419,18.62254333,20.38146591,19.9958992,15.89872932,10.7710228,5.260819435,0.54261893,674.5847778,540,NA,122,2
69,1000122,3,10,0.742991269,0.074519217,0.81755954,0.112038434,0.043798156,0.037266023,0.029188067,0.006076177,0.115215041,3.597653389,1.223208904,3.846033573,1.717665434,5.335938454,8.278042793,0.770425022,8.127807617,7.155162811,9.499363899,228.2062988,-0.805330813,1.482552052,5.662001133,10.42985916,14.93097305,18.38228798,20.14655495,19.76254845,15.68121529,10.57072163,5.049491405,0.362137765,666.5372925,492,NA,91,6
70,1000123,1.3,10,0.620426118,0.11384809,0.707091153,0.152951121,0.105654128,0.039149728,0.105557621,0.040855959,0.171256199,2.454939842,1.772105932,1.700544357,0.450206965,5.668411255,5.48307085,0.407064736,5.428982735,4.895195007,6.178588867,263.4874878,-0.89065063,1.38365519,5.547184467,10.33333397,14.83685112,18.28285408,20.06397057,19.68075562,15.59392643,10.47381115,4.94358778,0.28212139,657.8016968,492.0000305,1,91,6
71,1000124,1.7,10,0.497438908,0.141913146,0.575228274,0.178638458,0.058622088,0.048068892,0.049288414,0.005256428,0.138334185,1.675768733,0.844497681,1.587445736,0.474754602,2.72253108,6.944180965,0.915202916,7.250323296,5.381300449,8.0365839,231.0086212,-0.780863881,1.492906213,5.661673069,10.476017,14.98594856,18.42923737,20.21823502,19.83739853,15.73200607,10.58086395,5.053135872,0.402897775,650.9966431,521.5,5,122,2
72,1000125,2.2,10,0.499120325,0.113355786,0.568196893,0.152307659,0.030975427,0.019121785,0.025940437,0.006918537,0.070525132,4.245713711,1.065392256,4.588959694,2.098558426,5.469693661,8.290128708,0.453404784,8.113974571,7.82916069,9.195637703,295.4143372,-1.009978175,1.209695697,5.350656033,10.13912392,14.63477325,18.0572319,19.85453796,19.48245049,15.40576267,10.28671455,4.741892815,0.16618371,652.9067993,587.4000244,3,122,6
73,1000126,2.9,10,0.593448758,0.158649802,0.678792238,0.162669241,0.040972032,0.032728117,0.03471376,0.011795385,0.073108055,3.289881468,2.156973362,2.974580765,0.251633137,6.079642773,7.761570454,0.491572291,7.754311562,6.947693348,8.609886169,281.4301758,-0.599289238,1.401999712,5.53105545,10.41276836,14.94928932,18.41477394,20.32859612,19.96547318,15.74576283,10.4353199,4.924915314,0.59677422,666.8254395,484.1999817,1,91,6
74,1000127,1.6,10,0.523205817,0.148424327,0.606022239,0.176718116,0.043535352,0.015043833,0.0427434,0.021639789,0.070869707,3.26836133,2.590659142,4.696958542,0.081193306,6.196219444,7.457184792,0.255380005,7.466993332,7.038073063,7.823297977,221.9884338,-0.32640788,1.683106184,5.851859093,10.77327728,15.28529263,18.75144005,20.68559265,20.32927895,16.08257103,10.72990704,5.218983173,0.880535841,614.2830811,422.9000244,1,122,6
75,1000128,2.1,10,0.501896262,0.110013068,0.587255418,0.231053829,0.040599655,0.047105756,0.030886639,0.013282121,0.076926515,2.278434992,0.821080267,2.205417871,1.324295998,3.325059652,7.436704636,0.487726301,7.506680965,6.511750698,8.144957542,191.7108002,-0.160524905,1.838153362,6.049043179,10.99485874,15.46935558,18.91259956,20.86930084,20.52955246,16.27991486,10.92963409,5.383785248,1.054948092,595.3864746,436.5,3,122,6
76,1000129,2.1,10,0.516110778,0.122884631,0.613604665,0.232269257,0.081305631,0.047669318,0.069429114,0.025864962,0.16803202,0.841472447,1.406743288,0.44302541,0.117876291,5.812301159,6.206605434,0.571150601,6.113060951,5.375981331,7.212893963,213.9867554,-0.319518864,1.607720017,5.757435799,10.66980267,15.17230701,18.65045166,20.58370781,20.23778152,16.00629997,10.63176632,5.189378738,0.895516694,628.4406738,463.5000305,3,122,6
77,1000133,1.7,10,0.652231395,0.101109624,0.741524935,0.118623078,0.053101167,0.034396622,0.04447142,0.015757162,0.12414176,3.636838675,0.936839581,3.808025837,1.478073597,4.779743195,7.107428551,0.383686781,7.087495804,6.549172878,7.635708332,310.0347595,-0.851476252,1.247215509,5.359786987,10.21915245,14.73540211,18.20918083,20.08619499,19.71746826,15.53878593,10.33015347,4.80158186,0.333652258,663.2711792,540.5999756,NA,122,6
78,1000134,1.1,10,0.46724087,0.146553814,0.506120503,0.166023076,0.028294718,0.02928189,0.016952157,0.005806576,0.082447313,1.741370559,1.235867977,1.346000195,0.503591001,4.436294079,8.418685913,0.551526725,8.414176941,7.55142355,9.12197113,269.812561,-0.597676337,1.482713819,5.627774715,10.51590443,15.06027889,18.53861618,20.43816376,20.05891228,15.83988762,10.54026794,5.01042366,0.590185881,668.5339355,488.1000366,3,11,2
79,1000135,2.6,10,0.544192851,0.166486561,0.613685846,0.210569203,0.066614948,0.027237758,0.071643636,0.018187705,0.104940251,1.379270315,0.689540803,1.247075438,0.777928412,3.444009781,6.355927944,0.734726727,6.080525398,5.494444847,7.545355797,241.8426971,-0.425013691,1.60801959,5.76213789,10.68649769,15.22146034,18.69796562,20.62162399,20.25473022,16.00276947,10.64822292,5.130762577,0.778594911,636.7576294,462.4999695,1,122,6
80,1000136,1.6,10,0.516652822,0.215207696,0.593746245,0.291553885,0.013843504,0.008540446,0.012482382,0.002896517,0.029081278,2.292935133,1.702618361,1.802326918,0.278047323,5.888171196,9.465632439,0.364143759,9.435097694,8.8758955,10.16927338,178.2471008,-0.122225262,1.897950292,6.111345291,11.06669521,15.55172253,19.00420952,20.95771027,20.61328697,16.35548019,10.99106121,5.447683811,1.096719503,591.7322388,399.5,1,126,6
81,1000137,2.5,10,0.323360026,0.107365072,0.354859859,0.150938451,0.036583878,0.063590437,0.012972848,0.002517877,0.166083723,2.684221506,1.814002872,2.234992981,0.289477915,5.989471436,9.15563488,0.91488719,9.140825272,7.806753159,10.76653099,152.5054474,-0.0099508,2.012121201,6.240404606,11.21169472,15.68157482,19.13169479,21.09330177,20.75393677,16.48686409,11.11139965,5.563756943,1.213258624,599.574585,435.5000305,11,122,2
82,1000138,3,10,0.538690925,0.147763848,0.621026516,0.291638464,0.011399848,0.007192441,0.009718671,0.0029169,0.025778659,3.650103569,2.364559174,4.939138412,0.12846078,6.171118736,8.43991375,0.702759027,8.193535805,7.619181633,9.668017387,195.1198578,-0.393657744,1.544473767,5.727474213,10.6866951,15.19218159,18.67243004,20.61112595,20.28176689,16.04782486,10.63778019,5.17768383,0.85420996,617.1745605,466.5,3,122,6
83,1000139,1.8,10,0.489402115,0.233757406,0.533689439,0.317753822,0.009452851,0.015803467,0.005677334,0.001462535,0.025936827,3.453340292,1.293346047,3.573396206,1.059189439,5.510685921,9.729979515,0.393439531,9.731193542,8.974422455,10.39028645,210.5853882,-0.72014761,1.579333305,5.753225803,10.56203365,15.07690048,18.53257179,20.31306839,19.92769241,15.81901169,10.67356491,5.154096127,0.461263001,636.2491455,590.9000244,7,122,2
84,1000140,1.7,10,0.522028804,0.185236543,0.564737439,0.282692283,0.023310181,0.013930262,0.020836812,0.006793448,0.049182162,1.702150464,1.123193979,1.363846302,0.419383019,3.941504478,8.503868103,0.35369128,8.451250076,8.021611214,9.204421043,263.5063477,-0.583378911,1.510462761,5.657463074,10.54632759,15.09081459,18.57276917,20.47115898,20.09010506,15.87050915,10.57042122,5.038757324,0.602952421,651.3169556,492.3000183,7,126,6
85,1000141,0.8,10,0.601225376,0.142440379,0.695972562,0.176115394,0.188912719,0.091554359,0.180146545,0.04941839,0.34457317,2.529550076,1.475752354,2.892786741,0.449027896,4.804320812,5.32737112,0.830949306,5.228861332,4.135169029,6.959133148,276.9396667,-0.637315452,1.408041477,5.548058987,10.43209076,14.97613525,18.44723129,20.351614,19.97889519,15.7640686,10.47058487,4.930706501,0.550191402,682.6118774,476.0999756,1,122,2
86,1000143,1.6,10,0.543992937,0.092098057,0.62688446,0.124746144,0.065864965,0.033684522,0.058949422,0.023431869,0.131092846,1.828676105,2.242952347,0.744377851,0.101750247,6.165497303,7.022854805,0.530945957,7.141589165,6.065376759,7.681754112,210.8494568,-0.286823422,1.742492914,5.927747726,10.86968994,15.38206673,18.84652519,20.78425407,20.42875862,16.17446327,10.81580162,5.282824993,0.927146018,620.8424072,415.6000366,1,126,6
87,1000144,3.8,10,0.565686643,0.10506922,0.642115235,0.127761543,0.02679711,0.02422921,0.017409855,0.003680505,0.077662721,2.615693331,2.263592482,1.653176665,0.118506856,6.109707832,8.587762833,0.61121726,8.572151184,7.630017281,9.565054893,153.0544891,9.29E-04,2.033027887,6.27137804,11.25774002,15.73165703,19.18460464,21.14360428,20.80522156,16.53381348,11.1473484,5.593192101,1.228266835,590.2915649,422.8000183,1,126,6
88,1000145,1.4,10,0.431125134,0.078317314,0.482369661,0.093900561,0.045043044,0.035041474,0.035785392,0.010638119,0.106696568,2.381099701,0.839948416,2.438603163,0.859949946,3.592581034,7.302373409,0.916436136,7.271957397,5.662469864,8.873291016,173.5237579,-0.066320397,1.933848262,6.159868717,11.11505699,15.57772064,19.0169487,20.98277855,20.64595413,16.39022636,11.03436279,5.48110199,1.15010941,651.6084595,473.6000366,NA,126,6
89,1000146,4.5,10,0.511345804,0.093948066,0.601508856,0.194907725,0.093912035,0.063403927,0.0756789,0.023570005,0.214190692,2.681185007,2.460572004,1.179633617,0.113718852,6.187500954,6.615433216,1.163036227,6.913897514,4.452847004,7.952331543,229.8521118,-0.4065063,1.512981176,5.658857346,10.56316376,15.06462574,18.53878593,20.47044945,20.1262722,15.90759945,10.5502739,5.099773884,0.809322059,662.6339111,498.9000244,NA,122,6
90,1000147,1.7,10,0.510739028,0.153086543,0.556998193,0.27813077,0.019584052,0.023717597,0.013090391,0.00270595,0.060778115,2.76053834,1.405047894,2.775103807,0.574542522,5.714251995,9.564214706,0.652123988,9.751621246,7.720631599,10.12456131,230.5157776,-0.539584458,1.652224064,5.808283329,10.72098923,15.23212147,18.70017052,20.56711388,20.19204521,15.99429417,10.74136162,5.200084686,0.660442889,677.0796509,552.9000244,1,122,6
91,1000148,1.9,10,0.493188649,0.14812693,0.582861304,0.267169207,0.040429033,0.022402262,0.034200493,0.014039198,0.086090498,3.8791008,0.895827353,4.106043816,1.679199934,4.882780075,7.823963642,0.392784238,7.799438477,7.263586044,8.532420158,262.5615845,-0.627146006,1.470717788,5.613942146,10.49316406,15.03340626,18.51435089,20.40762711,20.02610779,15.81709099,10.53370762,5.003757,0.558447242,630.2695313,485.3000183,1,122,6
92,1000149,2.1,10,0.561734915,0.139826953,0.620700359,0.229223073,0.027931301,0.025957806,0.021551732,0.004262126,0.087041371,2.980412245,1.384455204,3.454030991,0.29613325,4.871674061,9.597722054,0.703592479,9.711206436,8.039876938,10.41693783,237.0104828,-0.385347188,1.713785887,5.882968903,10.81209087,15.35940456,18.84836197,20.75593185,20.37413979,16.12488747,10.77840328,5.24163866,0.808201253,635.3983154,451.5,1,122,6
93,1000150,1.9,10,0.504648924,0.244296581,0.607813179,0.35536921,0.069820851,0.070395268,0.047840707,0.001988044,0.222970217,2.013589144,1.967046857,1.093078613,0.132851228,6.052462578,6.794133663,1.094758868,6.793206215,4.985668182,8.471364021,148.8796082,-0.019491525,2.030193329,6.268999577,11.26412487,15.7536087,19.21423721,21.16465378,20.82375717,16.54788208,11.1490984,5.594943523,1.212110519,600.6084595,429.6000366,1,122,2
94,1000151,2.4,10,0.526740551,0.117549986,0.552991271,0.114289016,0.008840491,0.013244931,0.005509894,8.93E-04,0.030436218,2.29239583,1.916939855,1.572619319,0.213672221,6.046041965,10.46578789,0.290168673,10.53463364,9.86490345,10.75507641,139.9697876,0.029989075,2.068152428,6.31421566,11.3091526,15.78534698,19.23887062,21.19688416,20.8619194,16.58483124,11.18983078,5.633079052,1.262602568,595.7338867,429.0000305,NA,11,6
95,1000152,1.5,10,0.507623255,0.095188469,0.563719511,0.28181541,0.027310368,0.030910591,0.016250055,0.002853931,0.093913406,2.371029615,1.396755457,2.389992714,0.29394716,4.557106495,9.085395813,0.513949692,9.063741684,8.205563545,9.922084808,215.7062683,-0.523318768,1.636542916,5.795516968,10.69093227,15.22897816,18.71302223,20.59510612,20.2120018,16.00104523,10.71222019,5.193078995,0.674849629,646.5643921,514.2999878,7,91,2
96,1000153,1.8,10,0.443929166,0.108470529,0.534600973,0.24052304,0.029790066,0.015899099,0.026951771,0.009919039,0.061279189,3.187870502,0.769139707,3.373682499,1.737498879,4.1304245,8.298701286,0.597944438,8.431056976,7.163895607,9.005383492,263.1478577,-0.667331874,1.434816718,5.575095654,10.44765568,14.98707008,18.46389771,20.35530472,19.9748764,15.77466106,10.5002737,4.972627163,0.519682884,638.7983398,485.8999939,1,122,6
97,1000154,1.7,10,0.524999738,0.166734606,0.557395756,0.310500026,0.015077486,0.014087087,0.012332836,0.004067459,0.032493562,1.917954922,1.614899039,1.358354449,0.205427259,5.906560421,10.0025692,0.458964169,10.06402206,8.691997528,10.56557846,183.0362396,-0.186960101,1.927280426,6.118097305,11.08307934,15.62457657,19.12251472,21.04073334,20.66282082,16.38502884,10.99732113,5.468757153,1.026298523,619.574585,431.4999695,3,122,6
98,1000155,1.5,10,0.540112555,0.158130765,0.603413284,0.218792319,0.029499652,0.030645385,0.018861223,0.003182427,0.0962447,3.833309889,1.570465922,4.314201355,0.529368401,5.881909847,8.193717003,1.394930124,8.698205948,5.809793949,10.01869583,155.6184082,-0.052706413,1.986642122,6.227365017,11.21717548,15.70453835,19.15968895,21.11246681,20.77487755,16.50389862,11.1165123,5.556581974,1.177993417,596.9610596,457.1000366,3,122,6
99,1000156,3,10,0.40269357,0.083828837,0.453849435,0.088307679,0.015110873,0.017379008,0.010215215,0.002240522,0.043102872,2.916392565,1.85526526,2.459553003,0.366296887,5.949550152,10.13480377,0.845163047,10.364604,8.357063293,11.14450741,128.9788208,0.06651175,2.114092588,6.373865604,11.39372921,15.87799358,19.33740234,21.29174423,20.96189117,16.6755085,11.25924015,5.696694851,1.311071634,608.4796753,458.1000061,NA,125,2
100,1000157,1.9,10,0.526691198,0.096759617,0.591652572,0.178692281,0.041461155,0.02363392,0.036903679,0.014070464,0.082306482,1.672671318,1.439953923,1.171324015,0.394380689,5.671862602,8.149102211,0.530849218,8.148459435,7.304028034,8.905594826,247.2722473,-0.539721191,1.566981554,5.72094059,10.61799431,15.15962315,18.64319229,20.54196358,20.15987015,15.93692112,10.63146591,5.10330534,0.652214348,630.6169434,463.9000244,NA,91,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
